,Percentage,,,,,,,Real Number,,,,,,,,,,,,,,,,,,,,
,Mkt-RF,SMB,HML,RMW,CMA,RF,,Mkt-RF,SMB,HML,RMW,CMA,RF,,S&P Return,Rt-Rf,,,CAPM_Beta,,,Residual,E^2,RSS,Y-Ybar,(Y-Ybar)^2,TSS,ESS
200508,-1.22,-0.85,1.27,-2.06,0.45,0.3,,-0.0122,-0.0085,0.0127,-0.0206,0.0045,0.003,,-0.011222105,-0.014222105,,,,,,-0.000343338,1.17881E-07,,-0.019324776,0.000373447,,
200509,0.49,-0.34,0.77,0.22,-0.57,0.29,,0.0049,-0.0034,0.0077,0.0022,-0.0057,0.0029,,0.006949025,0.004049025,,,,,,0.000722977,5.22696E-07,,-0.001053647,1.11017E-06,,
200510,-2.02,-1.41,0.23,-0.81,-1.26,0.27,,-0.0202,-0.0141,0.0023,-0.0081,-0.0126,0.0027,,-0.01774078,-0.02044078,,,,,,0.000852549,7.2684E-07,,-0.025543451,0.000652468,,
200511,3.61,0.79,-1.18,-0.8,-1.17,0.31,,0.0361,0.0079,-0.0118,-0.008,-0.0117,0.0031,,0.035186096,0.032086096,,,,,,0.000507076,2.57126E-07,,0.026983425,0.000728105,,
200512,-0.25,-0.28,0.44,0.07,0.21,0.32,,-0.0025,-0.0028,0.0044,0.0007,0.0021,0.0032,,-0.000952349,-0.004152349,,,,,,-7.95291E-05,6.32488E-09,,-0.00925502,8.56554E-05,,
200601,3.04,5.78,1.12,-0.92,-0.53,0.35,,0.0304,0.0578,0.0112,-0.0092,-0.0053,0.0035,,0.025466771,0.021966771,,,,,,0.003558518,1.26631E-05,,0.0168641,0.000284398,,
200602,-0.3,-0.43,-0.25,-0.53,2.03,0.34,,-0.003,-0.0043,-0.0025,-0.0053,0.0203,0.0034,,0.000453158,-0.002946842,,,,,,0.001123903,1.26316E-06,,-0.008049514,6.47947E-05,,
200603,1.46,3.43,0.61,-0.24,-0.53,0.37,,0.0146,0.0343,0.0061,-0.0024,-0.0053,0.0037,,0.01109581,0.00739581,,,,,,0.000785669,6.17276E-07,,0.002293139,5.25849E-06,,
200604,0.73,-0.82,2.59,1.21,-0.2,0.36,,0.0073,-0.0082,0.0259,0.0121,-0.002,0.0036,,0.012155653,0.008555653,,,,,,0.000800973,6.41558E-07,,0.003452981,1.19231E-05,,
200605,-3.57,-2.97,2.55,1.15,1.31,0.43,,-0.0357,-0.0297,0.0255,0.0115,0.0131,0.0043,,-0.030916916,-0.035216916,,,,,,-0.003735532,1.39542E-05,,-0.040319588,0.001625669,,
200606,-0.35,-0.24,0.87,1.24,-0.12,0.4,,-0.0035,-0.0024,0.0087,0.0124,-0.0012,0.004,,8.65962E-05,-0.003913404,,,,,,0.000569439,3.24261E-07,,-0.009016075,8.12896E-05,,
200607,-0.78,-3.7,2.94,1.55,0.93,0.4,,-0.0078,-0.037,0.0294,0.0155,0.0093,0.004,,0.005085879,0.001085879,,,,,,0.003041612,9.2514E-06,,-0.004016793,1.61346E-05,,
200608,2.03,0.45,-1.72,-1.74,2.15,0.42,,0.0203,0.0045,-0.0172,-0.0174,0.0215,0.0042,,0.021274193,0.017074193,,,,,,0.000128747,1.65759E-08,,0.011971522,0.000143317,,
200609,1.84,-1.43,0.05,1.02,0.54,0.41,,0.0184,-0.0143,0.0005,0.0102,0.0054,0.0041,,0.024566299,0.020466299,,,,,,0.000945584,8.94129E-07,,0.015363627,0.000236041,,
200610,3.23,1.94,-0.04,-0.17,0.24,0.41,,0.0323,0.0194,-0.0004,-0.0017,0.0024,0.0041,,0.031508003,0.027408003,,,,,,0.000273751,7.49396E-08,,0.022305332,0.000497528,,
200611,1.71,0.83,0.07,0.27,-0.87,0.42,,0.0171,0.0083,0.0007,0.0027,-0.0087,0.0042,,0.016466657,0.012266657,,,,,,-0.00116421,1.35539E-06,,0.007163985,5.13227E-05,,
200612,0.87,-0.8,3.16,-0.82,2.05,0.4,,0.0087,-0.008,0.0316,-0.0082,0.0205,0.004,,0.012615783,0.008615783,,,,,,-0.000432445,1.87008E-07,,0.003513111,1.2342E-05,,
200701,1.4,0.09,-0.11,0.42,0.23,0.44,,0.014,0.0009,-0.0011,0.0042,0.0023,0.0044,,0.014059043,0.009659043,,,,,,-0.002385596,5.69107E-06,,0.004556371,2.07605E-05,,
200702,-1.96,1.4,-0.09,-0.49,-0.75,0.38,,-0.0196,0.014,-0.0009,-0.0049,-0.0075,0.0038,,-0.021846176,-0.025646176,,,,,,-0.000665442,4.42813E-07,,-0.030748847,0.000945492,,
200703,0.68,0.06,-0.22,0.28,-0.61,0.43,,0.0068,0.0006,-0.0022,0.0028,-0.0061,0.0043,,0.009979983,0.005679983,,,,,,0.001329092,1.76649E-06,,0.000577311,3.33289E-07,,
200704,3.49,-2.02,-1.15,1.04,1.01,0.44,,0.0349,-0.0202,-0.0115,0.0104,0.0101,0.0044,,0.043290691,0.038890691,,,,,,0.001838968,3.3818E-06,,0.033788019,0.00114163,,
200705,3.24,0.31,-0.05,1.21,-1.3,0.41,,0.0324,0.0031,-0.0005,0.0121,-0.013,0.0041,,0.032549229,0.028449229,,,,,,-0.00161899,2.62113E-06,,0.023346557,0.000545062,,
200706,-1.96,0.74,-1.13,0.55,0.07,0.4,,-0.0196,0.0074,-0.0113,0.0055,0.0007,0.004,,-0.017816322,-0.021816322,,,,,,0.001363843,1.86007E-06,,-0.026918994,0.000724632,,
200707,-3.73,-2.9,-3.34,0.47,-1.04,0.4,,-0.0373,-0.029,-0.0334,0.0047,-0.0104,0.004,,-0.031981878,-0.035981878,,,,,,0.0001621,2.62764E-08,,-0.04108455,0.00168794,,
200708,0.92,-0.37,-2.24,-1.19,-0.55,0.42,,0.0092,-0.0037,-0.0224,-0.0119,-0.0055,0.0042,,0.012863572,0.008663572,,,,,,0.002550472,6.50491E-06,,0.0035609,1.268E-05,,
200709,3.22,-2.46,-1.87,-0.72,-3.17,0.32,,0.0322,-0.0246,-0.0187,-0.0072,-0.0317,0.0032,,0.035794008,0.032594008,,,,,,0.000601634,3.61963E-07,,0.027491337,0.000755774,,
200710,1.8,0,-2.59,-0.43,-0.1,0.32,,0.018,0,-0.0259,-0.0043,-0.001,0.0032,,0.014822338,0.011622338,,,,,,-0.003322438,1.10386E-05,,0.006519667,4.25061E-05,,
200711,-4.83,-2.88,-1.18,1.82,-0.33,0.34,,-0.0483,-0.0288,-0.0118,0.0182,-0.0033,0.0034,,-0.044043417,-0.047443417,,,,,,-0.001834481,3.36532E-06,,-0.052546089,0.002761091,,
200712,-0.87,0.17,-0.52,0.88,-1.09,0.27,,-0.0087,0.0017,-0.0052,0.0088,-0.0109,0.0027,,-0.008628509,-0.011328509,,,,,,6.86929E-05,4.71871E-09,,-0.01643118,0.000269984,,
200801,-6.36,-0.49,3.65,2.2,2.2,0.21,,-0.0636,-0.0049,0.0365,0.022,0.022,0.0021,,-0.061163432,-0.063263432,,,,,,-0.000844888,7.13836E-07,,-0.068366103,0.004673924,,
200802,-3.09,-0.52,-0.95,1.01,-1.07,0.13,,-0.0309,-0.0052,-0.0095,0.0101,-0.0107,0.0013,,-0.034761193,-0.036061193,,,,,,-0.003376388,1.14E-05,,-0.041163864,0.001694464,,
200803,-0.93,0.74,-0.15,1.09,0.47,0.17,,-0.0093,0.0074,-0.0015,0.0109,0.0047,0.0017,,-0.005959624,-0.007659624,,,,,,0.004380672,1.91903E-05,,-0.012762295,0.000162876,,
200804,4.6,-1.1,-0.96,1.58,-2.56,0.18,,0.046,-0.011,-0.0096,0.0158,-0.0256,0.0018,,0.047546698,0.045746698,,,,,,0.000195738,3.83135E-08,,0.040644027,0.001651937,,
200805,1.86,3.24,-1.38,1.15,0.04,0.18,,0.0186,0.0324,-0.0138,0.0115,0.0004,0.0018,,0.010674182,0.008874182,,,,,,-0.002656963,7.05945E-06,,0.00377151,1.42243E-05,,
200806,-8.44,1.1,-2.43,4.56,-0.42,0.17,,-0.0844,0.011,-0.0243,0.0456,-0.0042,0.0017,,-0.085962385,-0.087662385,,,,,,-0.000356937,1.27404E-07,,-0.092765056,0.008605356,,
200807,-0.77,3.7,5.81,-0.84,1.06,0.15,,-0.0077,0.037,0.0581,-0.0084,0.0106,0.0015,,-0.009859371,-0.011359371,,,,,,0.003315378,1.09917E-05,,-0.016462042,0.000270999,,
200808,1.53,3.41,1.56,1.7,0.82,0.13,,0.0153,0.0341,0.0156,0.017,0.0082,0.0013,,0.012190465,0.010890465,,,,,,0.001550518,2.40411E-06,,0.005787793,3.34985E-05,,
200809,-9.24,0.37,6.33,2.9,1.82,0.15,,-0.0924,0.0037,0.0633,0.029,0.0182,0.0015,,-0.090791434,-0.092291434,,,,,,-0.000333382,1.11143E-07,,-0.097394105,0.009485612,,
200810,-17.23,-3.23,-2.9,3.38,1.89,0.08,,-0.1723,-0.0323,-0.029,0.0338,0.0189,0.0008,,-0.169424524,-0.170224524,,,,,,-0.001536517,2.36088E-06,,-0.175327195,0.030739625,,
200811,-7.86,-3.91,-5.94,4.75,2.72,0.03,,-0.0786,-0.0391,-0.0594,0.0475,0.0272,0.0003,,-0.074849043,-0.075149043,,,,,,-0.002530972,6.40582E-06,,-0.080251714,0.006440338,,
200812,1.74,3.36,-0.24,-0.07,-1.41,0,,0.0174,0.0336,-0.0024,-0.0007,-0.0141,0,,0.007821577,0.007821577,,,,,,-0.00123,1.5129E-06,,0.002718905,7.39245E-06,,
200901,-8.12,-2.09,-11.1,0.12,-1.19,0,,-0.0812,-0.0209,-0.111,0.0012,-0.0119,0,,-0.085657343,-0.085657343,,,,,,-0.001632051,2.66359E-06,,-0.090760014,0.00823738,,
200902,-10.1,-1.19,-7.25,1.55,-1.11,0.01,,-0.101,-0.0119,-0.0725,0.0155,-0.0111,0.0001,,-0.109931198,-0.110031198,,,,,,-0.006416866,4.11762E-05,,-0.115133869,0.013255808,,
200903,8.95,0.67,3.52,-2.29,-2.25,0.02,,0.0895,0.0067,0.0352,-0.0229,-0.0225,0.0002,,0.085404462,0.085204462,,,,,,-0.000289592,8.38638E-08,,0.08010179,0.006416297,,
200904,10.19,6.75,5.46,0.46,0.14,0.01,,0.1019,0.0675,0.0546,0.0046,0.0014,0.0001,,0.09392508,0.09382508,,,,,,0.002645663,6.99953E-06,,0.088722408,0.007871666,,
200905,5.21,-2.33,-0.21,-1.08,-2.12,0,,0.0521,-0.0233,-0.0021,-0.0108,-0.0212,0,,0.053081446,0.053081446,,,,,,0.000557573,3.10888E-07,,0.047978775,0.002301963,,
200906,0.43,2.29,-2.71,-1.1,-0.16,0.01,,0.0043,0.0229,-0.0271,-0.011,-0.0016,0.0001,,0.000195827,9.58265E-05,,,,,,0.003200866,1.02455E-05,,-0.005006845,2.50685E-05,,
200907,7.72,2.45,5.27,-0.72,3.21,0.01,,0.0772,0.0245,0.0527,-0.0072,0.0321,0.0001,,0.074141727,0.074041727,,,,,,0.000121587,1.47834E-08,,0.068939056,0.004752593,,
200908,3.33,0.03,7.76,-3.08,3.2,0.01,,0.0333,0.0003,0.0776,-0.0308,0.032,0.0001,,0.033560189,0.033460189,,,,,,0.000632782,4.00413E-07,,0.028357518,0.000804149,,
200909,4.08,2.69,0.92,1.5,0.4,0.01,,0.0408,0.0269,0.0092,0.015,0.004,0.0001,,0.035723346,0.035623346,,,,,,-0.000165614,2.74279E-08,,0.030520674,0.000931512,,
200910,-2.59,-4.79,-4.18,4.33,-1.68,0,,-0.0259,-0.0479,-0.0418,0.0433,-0.0168,0,,-0.019762001,-0.019762001,,,,,,-4.50625E-05,2.03063E-09,,-0.024864672,0.000618252,,
200911,5.56,-2.81,-0.17,0.8,0.15,0,,0.0556,-0.0281,-0.0017,0.008,0.0015,0,,0.057364062,0.057364062,,,,,,-0.001605617,2.57801E-06,,0.052261391,0.002731253,,
200912,2.75,6.24,0.01,0.41,-0.08,0.01,,0.0275,0.0624,0.0001,0.0041,-0.0008,0.0001,,0.017770571,0.017670571,,,,,,0.00223729,5.00547E-06,,0.0125679,0.000157952,,
201001,-3.36,0.31,0.31,-1.15,0.43,0,,-0.0336,0.0031,0.0031,-0.0115,0.0043,0,,-0.036974246,-0.036974246,,,,,,0.000116244,1.35126E-08,,-0.042076918,0.001770467,,
201002,3.4,1.47,3.17,-0.37,1.41,0,,0.034,0.0147,0.0317,-0.0037,0.0141,0,,0.028513689,0.028513689,,,,,,-0.002318586,5.37584E-06,,0.023411018,0.000548076,,
201003,6.31,1.8,2.1,-0.46,1.69,0.01,,0.0631,0.018,0.021,-0.0046,0.0169,0.0001,,0.058796426,0.058696426,,,,,,-0.00075068,5.6352E-07,,0.053593755,0.002872291,,
201004,2,5.05,2.81,1,1.72,0.01,,0.02,0.0505,0.0281,0.01,0.0172,0.0001,,0.01475923,0.01465923,,,,,,0.002983272,8.89991E-06,,0.009556558,9.13278E-05,,
201005,-7.89,0.05,-2.38,1.25,-0.22,0.01,,-0.0789,0.0005,-0.0238,0.0125,-0.0022,0.0001,,-0.081975842,-0.082075842,,,,,,-0.000170047,2.8916E-08,,-0.087178513,0.007600093,,
201006,-5.56,-2.54,-4.5,-0.25,-1.52,0.01,,-0.0556,-0.0254,-0.045,-0.0025,-0.0152,0.0001,,-0.053882442,-0.053982442,,,,,,0.002154404,4.64145E-06,,-0.059085113,0.003491051,,
201007,6.93,0.08,-0.26,0.33,1.99,0.01,,0.0693,0.0008,-0.0026,0.0033,0.0199,0.0001,,0.06877785,0.06867785,,,,,,0.000142346,2.02623E-08,,0.063575179,0.004041803,,
201008,-4.77,-3.11,-1.96,0.54,-1.7,0.01,,-0.0477,-0.0311,-0.0196,0.0054,-0.017,0.0001,,-0.047449184,-0.047549184,,,,,,-0.001362676,1.85688E-06,,-0.052651855,0.002772218,,
201009,9.54,3.73,-3.12,-0.15,0.48,0.01,,0.0954,0.0373,-0.0312,-0.0015,0.0048,0.0001,,0.087551103,0.087451103,,,,,,0.000262587,6.8952E-08,,0.082348432,0.006781264,,
201010,3.88,0.79,-2.59,1.39,-0.23,0.01,,0.0388,0.0079,-0.0259,0.0139,-0.0023,0.0001,,0.036855994,0.036755994,,,,,,0.001093043,1.19474E-06,,0.031653323,0.001001933,,
201011,0.6,3.59,-0.9,0.33,1.63,0.01,,0.006,0.0359,-0.009,0.0033,0.0163,0.0001,,-0.00229025,-0.00239025,,,,,,-0.000957804,9.17389E-07,,-0.007492921,5.61439E-05,,
201012,6.82,0.96,3.82,-3.64,3.23,0.01,,0.0682,0.0096,0.0382,-0.0364,0.0323,0.0001,,0.06530004,0.06520004,,,,,,1.45165E-05,2.1073E-10,,0.060097369,0.003611694,,
201101,1.99,-2.39,0.83,-0.82,0.7,0.01,,0.0199,-0.0239,0.0083,-0.0082,0.007,0.0001,,0.022645574,0.022545574,,,,,,0.000762281,5.81073E-07,,0.017442903,0.000304255,,
201102,3.49,1.64,1.08,-1.99,0.94,0.01,,0.0349,0.0164,0.0108,-0.0199,0.0094,0.0001,,0.031956564,0.031856564,,,,,,0.002101894,4.41796E-06,,0.026753893,0.000715771,,
201103,0.45,2.67,-1.57,1.56,-0.03,0.01,,0.0045,0.0267,-0.0157,0.0156,-0.0003,0.0001,,-0.001047313,-0.001147313,,,,,,0.000444408,1.97498E-07,,-0.006249985,3.90623E-05,,
201104,2.9,-0.51,-2.53,1.13,-0.85,0,,0.029,-0.0051,-0.0253,0.0113,-0.0085,0,,0.02849538,0.02849538,,,,,,0.000991693,9.83455E-07,,0.023392709,0.000547219,,
201105,-1.27,-0.68,-2.07,2,-1.5,0,,-0.0127,-0.0068,-0.0207,0.02,-0.015,0,,-0.013500953,-0.013500953,,,,,,0.000437878,1.91737E-07,,-0.018603624,0.000346095,,
201106,-1.75,0.09,-0.33,2.34,-1.46,0,,-0.0175,0.0009,-0.0033,0.0234,-0.0146,0,,-0.018257461,-0.018257461,,,,,,0.001127873,1.2721E-06,,-0.023360133,0.000545696,,
201107,-2.36,-1.28,-1.23,2.39,-1.82,0,,-0.0236,-0.0128,-0.0123,0.0239,-0.0182,0,,-0.021474426,-0.021474426,,,,,,0.002167569,4.69836E-06,,-0.026577097,0.000706342,,
201108,-5.99,-3.21,-2.44,3.16,-0.23,0.01,,-0.0599,-0.0321,-0.0244,0.0316,-0.0023,0.0001,,-0.056791107,-0.056891107,,,,,,-0.000644081,4.1484E-07,,-0.061993779,0.003843229,,
201109,-7.59,-3.74,-1.46,1.9,0.23,0,,-0.0759,-0.0374,-0.0146,0.019,0.0023,0,,-0.071761988,-0.071761988,,,,,,5.94497E-05,3.53427E-09,,-0.07686466,0.005908176,,
201110,11.35,3.57,-0.17,-1.96,-0.85,0,,0.1135,0.0357,-0.0017,-0.0196,-0.0085,0,,0.107723039,0.107723039,,,,,,0.002918191,8.51584E-06,,0.102620367,0.01053094,,
201111,-0.28,-0.27,-0.34,1.76,1.52,0,,-0.0028,-0.0027,-0.0034,0.0176,0.0152,0,,-0.005058715,-0.005058715,,,,,,-0.002049524,4.20055E-06,,-0.010161387,0.000103254,,
201112,0.74,-0.45,1.75,0.78,2.39,0,,0.0074,-0.0045,0.0175,0.0078,0.0239,0,,0.008532764,0.008532764,,,,,,0.000627133,3.93296E-07,,0.003430093,1.17655E-05,,
201201,5.05,2.16,-1.11,-1.84,-1.38,0,,0.0505,0.0216,-0.0111,-0.0184,-0.0138,0,,0.043583062,0.043583062,,,,,,0.000424471,1.80175E-07,,0.038480391,0.00148074,,
201202,4.42,-1.63,0.09,-0.21,-0.08,0,,0.0442,-0.0163,0.0009,-0.0021,-0.0008,0,,0.040589464,0.040589464,,,,,,-0.004297578,1.84692E-05,,0.035486793,0.001259312,,
201203,3.11,-0.44,0.87,-0.39,0.79,0,,0.0311,-0.0044,0.0087,-0.0039,0.0079,0,,0.031332315,0.031332315,,,,,,0.001151159,1.32517E-06,,0.026229643,0.000687994,,
201204,-0.85,-0.58,-0.46,1.1,0.65,0,,-0.0085,-0.0058,-0.0046,0.011,0.0065,0,,-0.007497453,-0.007497453,,,,,,0.001557514,2.42585E-06,,-0.012600124,0.000158763,,
201205,-6.19,-0.09,-0.62,2.27,2.37,0.01,,-0.0619,-0.0009,-0.0062,0.0227,0.0237,0.0001,,-0.062650726,-0.062750726,,,,,,-0.000416857,1.73769E-07,,-0.067853397,0.004604083,,
201206,3.89,0.95,0.44,-1.23,0.34,0,,0.0389,0.0095,0.0044,-0.0123,0.0034,0,,0.039554982,0.039554982,,,,,,0.004599295,2.11535E-05,,0.034452311,0.001186962,,
201207,0.79,-2.64,-0.26,1.14,0.1,0,,0.0079,-0.0264,-0.0026,0.0114,0.001,0,,0.012597574,0.012597574,,,,,,0.001879229,3.5315E-06,,0.007494903,5.61736E-05,,
201208,2.55,0.46,1.32,-1.19,-0.75,0.01,,0.0255,0.0046,0.0132,-0.0119,-0.0075,0.0001,,0.01976337,0.01966337,,,,,,-0.002350615,5.52539E-06,,0.014560698,0.000212014,,
201209,2.73,0.68,1.54,-1.36,1.58,0.01,,0.0273,0.0068,0.0154,-0.0136,0.0158,0.0001,,0.024236154,0.024136154,,,,,,-0.000303091,9.1864E-08,,0.019033482,0.000362273,,
201210,-1.76,-0.8,3.79,-1.35,2.29,0.01,,-0.0176,-0.008,0.0379,-0.0135,0.0229,0.0001,,-0.01978941,-0.01988941,,,,,,-0.002349116,5.51835E-06,,-0.024992081,0.000624604,,
201211,0.78,0.35,-0.96,0.68,0.93,0.01,,0.0078,0.0035,-0.0096,0.0068,0.0093,0.0001,,0.002846717,0.002746717,,,,,,-0.002858276,8.16974E-06,,-0.002355954,5.55052E-06,,
201212,1.18,1.87,3.56,-1.98,0.86,0.01,,0.0118,0.0187,0.0356,-0.0198,0.0086,0.0001,,0.00706823,0.00696823,,,,,,0.000297198,8.83267E-08,,0.001865559,3.48031E-06,,
201301,5.57,0.55,0.95,-1.66,1.49,0,,0.0557,0.0055,0.0095,-0.0166,0.0149,0,,0.050428097,0.050428097,,,,,,-0.002512182,6.31106E-06,,0.045325425,0.002054394,,
201302,1.29,-0.37,0.03,-0.69,0.47,0,,0.0129,-0.0037,0.0003,-0.0069,0.0047,0,,0.011060649,0.011060649,,,,,,-0.000108232,1.17142E-08,,0.005957978,3.54975E-05,,
201303,4.03,0.77,-0.29,0.08,1.37,0,,0.0403,0.0077,-0.0029,0.0008,0.0137,0,,0.035987724,0.035987724,,,,,,-0.001723112,2.96911E-06,,0.030885052,0.000953886,,
201304,1.55,-2.29,0.63,0.08,0.49,0,,0.0155,-0.0229,0.0063,0.0008,0.0049,0,,0.018085768,0.018085768,,,,,,0.000511468,2.61599E-07,,0.012983096,0.000168561,,
201305,2.8,2.07,2.6,-1.64,-0.8,0,,0.028,0.0207,0.026,-0.0164,-0.008,0,,0.020762812,0.020762812,,,,,,-0.001159265,1.34389E-06,,0.01566014,0.00024524,,
201306,-1.2,1.41,-0.18,-0.33,-0.07,0,,-0.012,0.0141,-0.0018,-0.0033,-0.0007,0,,-0.014999302,-0.014999302,,,,,,0.001959995,3.84158E-06,,-0.020101973,0.000404089,,
201307,5.65,1.81,0.56,-1.49,0.58,0,,0.0565,0.0181,0.0056,-0.0149,0.0058,0,,0.04946208,0.04946208,,,,,,-0.001816686,3.30035E-06,,0.044359408,0.001967757,,
201308,-2.71,-0.01,-2.78,0.57,-2.17,0,,-0.0271,-0.0001,-0.0278,0.0057,-0.0217,0,,-0.031298019,-0.031298019,,,,,,-0.000398713,1.58972E-07,,-0.03640069,0.00132501,,
201309,3.77,2.67,-1.19,-0.68,-1.29,0,,0.0377,0.0267,-0.0119,-0.0068,-0.0129,0,,0.029749523,0.029749523,,,,,,-0.000366401,1.3425E-07,,0.024646852,0.000607467,,
201310,4.18,-1.5,1.14,2.67,0.89,0,,0.0418,-0.015,0.0114,0.0267,0.0089,0,,0.044595753,0.044595753,,,,,,-6.77136E-05,4.58513E-09,,0.039493081,0.001559703,,
201311,3.12,1.36,0.24,0.07,0.07,0,,0.0312,0.0136,0.0024,0.0007,0.0007,0,,0.028049472,0.028049472,,,,,,0.000929886,8.64688E-07,,0.0229468,0.000526556,,
201312,2.81,-0.53,-0.31,-0.52,0.07,0,,0.0281,-0.0053,-0.0031,-0.0052,0.0007,0,,0.023562792,0.023562792,,,,,,-0.003046855,9.28333E-06,,0.01846012,0.000340776,,
201401,-3.32,0.59,-2.09,-4.03,-1.38,0,,-0.0332,0.0059,-0.0209,-0.0403,-0.0138,0,,-0.035582906,-0.035582906,,,,,,0.004687458,2.19723E-05,,-0.040685577,0.001655316,,
201402,4.65,0.14,-0.4,-0.26,-0.44,0,,0.0465,0.0014,-0.004,-0.0026,-0.0044,0,,0.04311703,0.04311703,,,,,,-0.000865623,7.49303E-07,,0.038014359,0.001445091,,
201403,0.43,-1.18,5.08,2.17,1.89,0,,0.0043,-0.0118,0.0508,0.0217,0.0189,0,,0.006932166,0.006932166,,,,,,-0.000508292,2.5836E-07,,0.001829494,3.34705E-06,,
201404,-0.19,-4.17,1.14,3.51,1.05,0,,-0.0019,-0.0417,0.0114,0.0351,0.0105,0,,0.006200789,0.006200789,,,,,,0.000664813,4.41976E-07,,0.001098118,1.20586E-06,,
201405,2.06,-1.9,-0.27,0.13,-1.06,0,,0.0206,-0.019,-0.0027,0.0013,-0.0106,0,,0.02103028,0.02103028,,,,,,-0.000172262,2.96742E-08,,0.015927609,0.000253689,,
201406,2.61,3.09,-0.74,-2.01,-1.94,0,,0.0261,0.0309,-0.0074,-0.0201,-0.0194,0,,0.019058332,0.019058332,,,,,,0.002302026,5.29933E-06,,0.01395566,0.00019476,,
201407,-2.04,-4.26,0.01,0.95,0.48,0,,-0.0204,-0.0426,0.0001,0.0095,0.0048,0,,-0.015079831,-0.015079831,,,,,,-3.054E-05,9.3269E-10,,-0.020182502,0.000407333,,
201408,4.24,0.28,-0.58,-0.64,-0.68,0,,0.0424,0.0028,-0.0058,-0.0064,-0.0068,0,,0.037655295,0.037655295,,,,,,-0.001582276,2.5036E-06,,0.032552624,0.001059673,,
201409,-1.97,-3.79,-1.23,1.18,-0.53,0,,-0.0197,-0.0379,-0.0123,0.0118,-0.0053,0,,-0.015513837,-0.015513837,,,,,,0.000222008,4.92874E-08,,-0.020616509,0.00042504,,
201410,2.52,3.78,-1.68,-0.47,-0.14,0,,0.0252,0.0378,-0.0168,-0.0047,-0.0014,0,,0.023201461,0.023201461,,,,,,0.007022777,4.93194E-05,,0.018098789,0.000327566,,
201411,2.55,-2.29,-2.99,1.28,0.2,0,,0.0255,-0.0229,-0.0299,0.0128,0.002,0,,0.024533589,0.024533589,,,,,,-0.002798839,7.8335E-06,,0.019430917,0.000377561,,
201412,-0.06,2.87,2.06,-1.17,0.88,0,,-0.0006,0.0287,0.0206,-0.0117,0.0088,0,,-0.004188588,-0.004188588,,,,,,0.003187569,1.01606E-05,,-0.009291259,8.63275E-05,,
201501,-3.11,-0.87,-3.47,1.71,-1.71,0,,-0.0311,-0.0087,-0.0347,0.0171,-0.0171,0,,-0.031040806,-0.031040806,,,,,,0.001772917,3.14324E-06,,-0.036143477,0.001306351,,
201502,6.13,0.21,-1.79,-1.11,-1.71,0,,0.0613,0.0021,-0.0179,-0.0111,-0.0171,0,,0.054892511,0.054892511,,,,,,-0.002491936,6.20974E-06,,0.04978984,0.002479028,,
201503,-1.12,3.05,-0.46,-0.01,-0.52,0,,-0.0112,0.0305,-0.0046,-0.0001,-0.0052,0,,-0.017396107,-0.017396107,,,,,,0.001531756,2.34628E-06,,-0.022498778,0.000506195,,
201504,0.59,-3.04,1.86,-0.06,-0.5,0,,0.0059,-0.0304,0.0186,-0.0006,-0.005,0,,0.00852082,0.00852082,,,,,,-0.000399234,1.59387E-07,,0.003418148,1.16837E-05,,
201505,1.36,0.76,-1.37,-1.7,-0.75,0,,0.0136,0.0076,-0.0137,-0.017,-0.0075,0,,0.010491382,0.010491382,,,,,,0.001968828,3.87629E-06,,0.005388711,2.90382E-05,,
201506,-1.53,2.85,-0.79,0.58,-1.49,0,,-0.0153,0.0285,-0.0079,0.0058,-0.0149,0,,-0.021011672,-0.021011672,,,,,,0.001878717,3.52958E-06,,-0.026114344,0.000681959,,
201507,1.54,-4.57,-4.12,0.02,-2.57,0,,0.0154,-0.0457,-0.0412,0.0002,-0.0257,0,,0.01974203,0.01974203,,,,,,0.001097615,1.20476E-06,,0.014639358,0.000214311,,
201508,-6.04,0.41,2.68,0.66,1.22,0,,-0.0604,0.0041,0.0268,0.0066,0.0122,0,,-0.062580818,-0.062580818,,,,,,-0.000314615,9.89823E-08,,-0.06768349,0.004581055,,
201509,-3.08,-2.79,0.52,1.83,-0.52,0,,-0.0308,-0.0279,0.0052,0.0183,-0.0052,0,,-0.026442832,-0.026442832,,,,,,0.001300142,1.69037E-06,,-0.031545503,0.000995119,,
201510,7.75,-2.15,-0.08,0.81,0.46,0,,0.0775,-0.0215,-0.0008,0.0081,0.0046,0,,0.082983118,0.082983118,,,,,,0.00283816,8.05515E-06,,0.077880446,0.006065364,,
201511,0.56,3.33,-0.52,-2.58,-1.13,0,,0.0056,0.0333,-0.0052,-0.0258,-0.0113,0,,0.000504869,0.000504869,,,,,,0.004759515,2.2653E-05,,-0.004597802,2.11398E-05,,
201512,-2.17,-2.98,-2.58,0.32,0.08,0.01,,-0.0217,-0.0298,-0.0258,0.0032,0.0008,0.0001,,-0.017530185,-0.017630185,,,,,,0.002048749,4.19737E-06,,-0.022732857,0.000516783,,
201601,-5.77,-3.45,2.1,2.66,3,0.01,,-0.0577,-0.0345,0.021,0.0266,0.03,0.0001,,-0.050735322,-0.050835322,,,,,,0.000529195,2.80048E-07,,-0.055937993,0.003129059,,
